code,funding_commencement_year,grant_status,funding_at_announcement,funding_current,administering_organisation,chief_investigators,chief_investigators_orcids
DP250100164,2025,Active,618568,634722.0,Flinders University,Prof Matthew Fitzpatrick; A/Prof Tomoko Akami; Dr Prudence Flowers; Dr Kristie Flannery,0000-0001-6642-2319; 0000-0002-3746-8112; 0000-0001-9087-3048
DP250101453,2025,Active,604943,631911.0,Western Sydney University,Prof Paola Escudero; A/Prof Chloé Diskin-Holdaway,0000-0001-9196-1744
DP250103039,2025,Active,824684,857458.0,The University of New South Wales,Prof Mike Letnic; Dr Adrian Fisher; Prof Heloise Gibb; Prof William Cornwell,0000-0003-4191-8427; 0000-0002-6903-8053; 0000-0001-7194-0620; 0000-0003-4080-4073
DP250101116,2025,Active,914548,942285.0,Western Sydney University,A/Prof Andrew Milne; Prof Roger Dean; Prof Emery Schubert; Dr Catherine Ingram; Dr Hannah Sarvasy,0000-0002-4688-8004; 0000-0002-8859-8902; 0000-0002-7663-8268; 0000-0002-9551-480X
DP250102648,2025,Active,496803,515987.0,The University of Queensland,Dr Jonathan Redshaw; Dr Natasha Matthews; Prof Iroise Dumontheil,0000-0002-7729-1577; 0000-0001-5236-7849
DP250101325,2025,Active,838885,848509.0,Western Sydney University,Prof Susan Hespos; Dr Genevieve Quek,0000-0002-7970-1330; 0000-0002-5905-8405
DP250104994,2025,Active,557078,576151.0,Western Sydney University,Dr Hannah Sarvasy,0000-0002-9551-480X
DP250100576,2025,Active,664600,691471.0,The University of Sydney,Dr Fengwang Li; Prof Suresh Bhatia,0000-0003-1531-2966; 0000-0001-9716-0112
DP250100574,2025,Active,606192,630244.0,The University of New South Wales,Prof Cyrille Boyer; Dr Dipan Kundu; Dr Priyank Vijaya Kumar; A/Prof Jin Zhang; Dr Nathaniel Corrigan,0000-0002-4564-4702; 0000-0001-5244-9836; 0000-0002-8203-7223; 0000-0002-4257-8148; 0000-0001-7876-1908
DP250100553,2025,Active,867200,893742.0,The University of Melbourne,A/Prof Michael Haydon; Prof Alexander Johnson; A/Prof Mohammad Pourkheirandish,0000-0003-2486-9387; 0000-0002-1209-6447; 0000-0003-4337-3600
DP250100105,2025,Active,548626,571538.0,Australian Catholic University,Prof Kathy Mills; Prof Len Unsworth; Prof Garry Falloon; A/Prof Laura Scholes,0000-0003-1140-3545; 0000-0002-6369-8771; 0000-0002-8849-2825
DP250101423,2025,Active,822191,840307.0,Deakin University,Prof Anita Harris; Prof Loretta Baldassar,0000-0001-6246-4773
DP250100868,2025,Active,227185,237654.0,Swinburne University of Technology,Prof Sergey Suslov; A/Prof Andrey Pototsky,0000-0002-0998-2712; 0000-0001-6139-6545
DP250100400,2025,Active,774903,808843.0,The Australian National University,Prof Andrew Stuchbery,
DP250100172,2025,Active,545825,569280.0,The University of Adelaide,Dr Alexander Francke; A/Prof Timothy Cohen; A/Prof Lee Arnold; Prof Kathryn Amos,0000-0002-0370-5802; 0000-0001-9603-3824; 0000-0003-0306-7588
DP250101011,2025,Active,535635,560261.0,La Trobe University,Prof Jason Dutton; Prof David Wilson; Prof Jason Smith,0000-0002-0361-4441; 0000-0002-0007-4486; 0000-0001-6313-3298
DP250104212,2025,Active,252645,257501.0,The University of Western Australia,Prof Jakob Madsen,
DP250100936,2025,Active,555092,588613.0,The University of Adelaide,Prof Simon Holford; A/Prof Rosalind King; Prof Graham Heinson,0000-0002-4524-8822; 0000-0001-9160-996X
DP250103319,2025,Active,658069,680600.0,The University of Adelaide,Em/Prof Stephen Tyerman,0000-0003-2455-1643
DP250100477,2025,Active,584400,607080.0,The University of Melbourne,Dr Stuart Johnston,
DP250100387,2025,Active,415519,431223.0,The University of Newcastle,A/Prof Steven Threadgold; A/Prof Julia Coffey; Dr Julia Cook,0000-0003-2443-9619; 0000-0001-7388-6592; 0000-0002-1592-915X
DP250102520,2025,Active,464032,492398.0,The University of Melbourne,Prof Jocelyn (Lyn) Craig; Prof Michael Bittman,
DP250102063,2025,Active,320000,330998.0,The University of New South Wales,Prof Alison Bashford,0000-0003-1703-5843
DP250103029,2025,Active,684181,710495.0,The University of New South Wales,A/Prof Shiyang Tang; Dr Yi Li,0000-0002-3079-8880; 0000-0003-2226-5918
DP250100345,2025,Active,979929,1008218.0,The University of New South Wales,Prof Gavan McNally; Dr Joanna Yau,0000-0003-2235-5956
DP250100308,2025,Active,894043,932192.0,The University of Adelaide,Prof Nigel Cook,0000-0002-7470-3935
DP250103551,2025,Active,625910,649856.0,The University of Queensland,Dr Tyler Neely; Prof Halina Rubinsztein-Dunlop,0000-0002-5691-4982
DP250101730,2025,Active,615000,639562.0,The University of Queensland,Prof Kate Schroder; Dr Sabrina Burgener,0000-0001-9261-3805; 0000-0002-9332-7998
DP250100622,2025,Active,569717,598428.0,The University of Melbourne,Dr Charlotte Petersen; Dr James Hutchison; Prof Paul Mulvaney; Prof Brendan Abrahams,0000-0002-5326-9703; 0000-0002-0595-9961; 0000-0002-8007-3247; 0000-0003-2957-860X
DP250101876,2025,Active,478772,498184.0,The Australian National University,Prof Celia Roberts; Prof Mary Louise Rasmussen; Prof Helen Keane,0000-0002-6103-3514; 0000-0002-6042-306X
DP250102530,2025,Active,686500,712626.0,The University of Queensland,Dr Matthew Holden; Prof Hugh Possingham; A/Prof Kate Helmstedt,0000-0003-0201-5348
DP250102107,2025,Active,603391,627406.0,The University of Queensland,Prof John Zhu; Dr Rijia Lin,0000-0001-6430-5231
DP250100070,2025,Active,655000,676263.0,The Australian National University,Prof Eduardo Eyras; Dr Gaetan Burgio; A/Prof Amee George; Dr Nikolay Shirokikh,0000-0003-0793-6218; 0000-0002-7434-926X; 0000-0002-0265-4476; 0000-0001-8249-358X
DP250102334,2025,Active,578296,601982.0,The University of Queensland,Prof John Zhu,
DP250100103,2025,Active,666818,694675.0,The Australian National University,Prof John Rathjen,0000-0003-4073-8088
DP250100887,2025,Active,356993,371098.0,The University of Sydney,Prof Kristie Miller; Prof David Braddon-Mitchell,0000-0002-5092-8419
DP250100462,2025,Active,627136,652579.0,The University of Sydney,Prof Yonghui Li; Dr Wanchun Liu; Prof Daniel Quevedo,0000-0003-1616-5224
DP250101387,2025,Active,310000,317943.0,Monash University,A/Prof Xiaoping Fang; Prof Baogang He,
DP250104263,2025,Active,562747,579069.0,The University of Queensland,Prof Jochen Mueller; A/Prof Leisa-Maree Toms; Dr Sandra Nilsson; Dr Kayla Smurthwaite,0000-0002-0000-1973; 0000-0002-1444-1638; 0000-0002-1030-7167; 0000-0003-4904-4189
DP250103137,2025,Active,682105,719164.0,Swinburne University of Technology,Prof John McCormick; Prof Mats Isaksson; Prof Jonathan Roberts; A/Prof Petra Gemeinboeck; Dr Stephanie Hutchison,0000-0002-5347-0378; 0000-0003-3047-6811; 0000-0003-2318-3623; 0000-0001-9023-3649; 0000-0003-2172-772X
DP250103273,2025,Active,945000,980682.0,The University of Queensland,Prof Jason Mattingley; Prof Paul Dux,0000-0002-4270-2583
DP250103623,2025,Active,828790,874222.0,The Australian National University,Dr Joanna Melonek; Prof Ian Small,0000-0003-4471-2520; 0000-0001-5300-1216
DP250100041,2025,Active,633725,665230.0,The University of New South Wales,Dr Felix Rizzuto; Prof Jonathon Beves; Dr Peter Wich,0000-0003-2799-903X; 0000-0002-5997-6580; 0000-0003-1522-0340
DP250100081,2025,Active,516000,525165.0,The University of New South Wales,Dr Felix Rizzuto; A/Prof Anna Wang; A/Prof Lawrence Lee; Prof Pall Thordarson,0000-0003-2799-903X; 0000-0002-2148-1996; 0000-0002-4453-4886; 0000-0002-1200-8814
DP250100970,2025,Active,573465,604723.0,Queensland University of Technology,A/Prof Hendrik Frisch; Dr Berwyck Poad,0000-0001-8490-5082; 0000-0002-0420-6116
DP250103242,2025,Active,777348,808230.0,The University of Queensland,Prof Frederic Meunier; Dr Adekunle Bademosi,0000-0001-6400-1107; 0000-0001-5157-8572
DP250102307,2025,Active,529832,549369.0,The University of Adelaide,Dr Benjamin Liffner,0000-0002-1573-6139
DP250100918,2025,Active,819000,856637.0,The University of Melbourne,Prof Megan Maher; Prof Marilyn Anderson,0000-0003-0848-9640; 0000-0002-8257-5128
DP250101408,2025,Active,512968,534416.0,Griffith University,Prof Sarah Baker,0000-0003-3872-6889
DP250101726,2025,Active,657243,686092.0,The University of Queensland,Prof Lianzhou Wang; Dr Miaoqiang Lyu,0000-0002-5947-306X; 0000-0003-0212-4325
DP250101210,2025,Active,520387,546832.0,Griffith University,Prof Hong Guan; A/Prof Hassan Karampour; A/Prof Benoit Gilbert,0000-0003-2868-7505
DP250100285,2025,Active,848300,881929.0,Flinders University,Prof Michelle Coote; Prof Alexander Bissember,0000-0001-5515-2878
DP250101509,2025,Active,723503,753747.0,The University of New South Wales,Prof Chuan Zhao; Dr Quentin Meyer,0000-0001-6418-9680
DP250100512,2025,Active,501974,523801.0,The University of Melbourne,Dr Matthew Champion,
DP250104216,2025,Active,610191,634126.0,Monash University,Dr Luke Formosa,0000-0002-7740-6151
DP250101827,2025,Active,607909,631178.0,University of Technology Sydney,Dr Can Ding; Prof Yingjie Jay Guo,0000-0002-2629-1657; 0000-0001-6008-9682
DP250101725,2025,Active,582341,605270.0,University of Technology Sydney,Prof Yang Yang,0000-0001-7439-2156
DP250101545,2025,Active,479000,503928.0,The University of Melbourne,Prof Laura Tarzia; A/Prof Bianca Fileborn; Prof Deborah Loxton; Prof Heather Douglas; Dr Mandy McKenzie,0000-0002-0220-4985; 0000-0002-2650-3592; 0000-0003-2506-8653
DP250102952,2025,Active,510636,530336.0,University of Technology Sydney,Prof Mingsheng Ying; Prof Sanjiang Li; Dr Yuval Sanders,0000-0001-8003-0039
DP250102613,2025,Active,526766,549719.0,University of Technology Sydney,Prof Zhenguo Huang; A/Prof Qiang Fu; Dr Limei Yang,0000-0003-1985-0884; 0000-0002-4012-330X; 0000-0003-0123-1540
DP250100348,2025,Active,503496,522851.0,University of Technology Sydney,Prof Qilin Wang; Dr Xuan Li; Prof Steven Djordjevic; A/Prof Scott Beatson; Em/Prof Saravanamuthu Vigneswaran,0000-0002-5744-2331; 0000-0003-1768-9556; 0000-0001-9301-5372; 0000-0002-1806-3283; 0000-0002-8117-4322
DP250100362,2025,Active,494783,513904.0,University of Technology Sydney,Prof JC Ji; Prof Jianchun Li,0000-0003-3280-5463
DP250100382,2025,Active,467529,484560.0,University of Technology Sydney,A/Prof Ramona Vijeyarasa; Prof Kim Rubenstein; Prof Jacqueline Mowbray,0000-0003-4581-4924; 0000-0001-5885-4453; 0000-0002-2021-0596
DP250100430,2025,Active,385450,389360.0,University of Technology Sydney,Dr Nathan Kettlewell; Prof Denzil Fiebig; Dr Vanessa Scarf; Prof Kei Lui; Dr Serena Yu,0000-0002-0478-1372; 0000-0003-3503-9610; 0000-0001-9884-3521; 0000-0002-1070-113X
DP250100455,2025,Active,548626,553881.0,University of Technology Sydney,Prof Mikhail Anufriev; Prof Valentyn Panchenko,0000-0002-1842-6814; 0000-0003-3144-7502
DP250100463,2025,Active,507636,527702.0,University of Technology Sydney,A/Prof Bo Liu,0000-0002-3603-6617
DP250100780,2025,Active,677000,704128.0,University of Technology Sydney,Prof Phil Hansbro; Prof Gabrielle Belz; Dr Alen Faiz; Dr Kurtis Budden,0000-0002-9660-9587; 0000-0003-1740-3538; 0000-0002-7435-275X
DP250102243,2025,Active,605380,617373.0,University of Technology Sydney,Prof Peter Siminski; Prof Roger Wilkins; Dr Nathan Deutscher,0000-0002-3099-8049; 0000-0002-8548-757X; 0000-0003-2568-6291
DP250101003,2025,Active,682338,708197.0,University of Technology Sydney,Dr Gungun Lin; Prof Majid Ebrahimi Warkiani; A/Prof Yuenyee Cheng,0000-0002-4184-1944; 0000-0001-7060-0624
DP250100007,2025,Active,356158,359977.0,The Australian National University,Dr Charlie Crimston; Prof Jolanda Jetten,0000-0002-4529-786X; 0000-0002-7588-5355
DP250101026,2025,Active,594214,618137.0,University of Technology Sydney,Prof Rachel Landers; Mr Matthew Gidney; Dr Amy Bottomley; Dr Pat Grant; A/Prof Louise Cole,0000-0001-7593-3321; 0000-0002-0580-488X; 0000-0003-0255-0869; 0000-0002-8223-3064; 0000-0001-9206-9272
DP250100999,2025,Active,605810,628841.0,University of Technology Sydney,A/Prof Iain Duggin; Dr Yan Liao,0000-0003-4868-7350; 0000-0002-8492-2648
DP250103612,2025,Active,572638,595516.0,University of Technology Sydney,Prof Chin-Teng Lin; Dr Zehong Cao; Dr Thomas Do,0000-0001-8371-8197; 0000-0003-3656-0328; 0000-0002-8597-5944
DP250103803,2025,Active,540000,560774.0,University of Technology Sydney,Prof Zhenguo Huang; Prof Haibo Yu; Dr Limei Yang,0000-0003-1985-0884; 0000-0002-1099-2803; 0000-0003-0123-1540
DP250101576,2025,Active,409935,427792.0,University of Technology Sydney,A/Prof Guodong Long; Prof Chengqi Zhang,0000-0003-3740-9515; 0000-0001-5715-7154
DP250102651,2025,Active,738998,768384.0,Monash University,Dr Kate McArthur; Prof Michael Ryan,0000-0002-8838-4146; 0000-0003-2586-8829
DP250101775,2025,Active,576807,599789.0,Western Sydney University,Prof Vivian Tam; A/Prof Khoa Le,0000-0002-1074-8018; 0000-0003-1405-3843
DP250100833,2025,Active,364958,377846.0,The University of Queensland,Prof Thomas Suddendorf; Dr Sarah Coundouris; Dr Kristy Armitage,0000-0003-3328-7442; 0000-0003-2084-2929; 0000-0002-1898-8622
DP250104147,2025,Active,631860,661722.0,The University of Western Australia,Dr Natasha LeBas; Prof Leigh Simmons,
DP250102837,2025,Active,830000,863605.0,Monash University,Dr Kate McArthur,0000-0002-8838-4146
DP250105063,2025,Active,910239,947249.0,The University of Queensland,A/Prof Jana Vukovic,0000-0002-3739-1688
DP250101673,2025,Active,678542,705486.0,Swinburne University of Technology,Prof Duncan Forbes; Prof Kenji Bekki; Prof Warrick Couch; Prof Jean Brodie,0000-0001-5590-5518; 0000-0002-9658-8763
DP250100727,2025,Active,807114,830096.0,The University of New South Wales,Prof Brett Hayes; Prof Andrew Perfors,0000-0003-1415-0088; 0000-0002-6976-0732
DP250101606,2025,Active,836000,870582.0,Monash University,A/Prof Kate Lawlor; A/Prof Thomas Naderer,0000-0003-0471-6842; 0000-0003-2691-0283
DP250100004,2025,Active,471300,489349.0,The University of New South Wales,Prof Vaithilingam Jeyakumar; Prof Guoyin Li; Dr Mareike Dressler,0000-0002-2099-7974; 0000-0002-5684-4101
DP250101672,2025,Active,574888,597349.0,The University of Adelaide,A/Prof John Semmler; Dr George Opie,0000-0003-0260-8047; 0000-0001-7771-7569
DP250100026,2025,Active,534577,554357.0,Monash University,Dr Mark Edmonds; Prof Michael Fuhrer,
DP250100063,2025,Active,607919,632416.0,Monash University,Prof Jiti Gao; Prof Bin Peng; Prof Shuping Shi; Dr WEI WEI; Dr Timothy Neal,0000-0003-4231-4713; 0000-0001-8571-3066; 0000-0001-8360-2469; 0000-0003-1125-4009
DP250100091,2025,Active,665767,692385.0,Monash University,A/Prof Luca Fiorenza; A/Prof Jing Fu,0000-0001-7110-3398; 0000-0002-7752-5417
DP250100158,2025,Active,1053670,1095379.0,Monash University,Prof Peter Scammells; Prof Arthur Christopoulos,0000-0003-2930-895X
DP250100229,2025,Active,464003,479956.0,Monash University,A/Prof Ron Steinfeld; A/Prof Amin Sakzad; Dr Muhammed Esgin,0000-0003-1745-4183; 0000-0003-4569-3384; 0000-0003-1650-3748
DP250100230,2025,Active,549325,566679.0,Monash University,Prof Jon McCormack; Prof Roland Snooks,0000-0001-6328-5064; 0000-0002-0201-9915
DP250100242,2025,Active,667596,693942.0,Monash University,Prof Jeffrey Walker; Prof Jason Beringer; A/Prof Brian Ng; Dr Qiaoyun Xie,0000-0002-4619-8361; 0000-0002-8316-4996; 0000-0002-1576-6610
DP250100262,2025,Active,790750,812947.0,Monash University,Prof Dinh Phung; A/Prof Mehrtash Harandi; Dr Trung Le; Dr Jing Zhang; Prof Jianfei Cai,0000-0002-9977-8247; 0000-0002-6937-6300; 0000-0003-0414-9067; 0000-0002-8516-0913; 0000-0002-9444-3763
DP250100272,2025,Active,515966,536552.0,Monash University,Prof Peter Stuckey; Dr Alexey Ignatiev,0000-0003-2186-0459; 0000-0002-4535-2902
DP250100291,2025,Active,700000,727861.0,Monash University,Prof Kim Good-Jacobson,0000-0003-1891-7274
DP250100464,2025,Active,715555,749924.0,Monash University,Prof Andrew Mackintosh; Prof Steven Chown; Dr Justine Shaw,0000-0002-6430-4711; 0000-0001-6069-5105; 0000-0002-9603-2271
DP250100501,2025,Active,539742,561640.0,Monash University,Prof Bob Wong,0000-0001-9352-6500
DP250100659,2025,Active,981389,1012441.0,Monash University,Prof Melodie McGeoch; Dr David Dehling,0000-0003-3388-2241; 0000-0002-2863-5580
DP250100785,2025,Active,361558,375663.0,Monash University,Prof Dayna Simpson; Dr Yi Zhou; Prof Marie Segrave,0000-0003-1698-4043; 0000-0001-7878-7569; 0000-0002-1539-8942
DP250100935,2025,Active,563591,586465.0,Monash University,A/Prof Scott Findlay,0000-0003-4862-4827
DP250100953,2025,Active,549734,558248.0,Monash University,A/Prof Caroline Henckels; Dr Elizabeth Sheargold; A/Prof Jonathan Bonnitcha,0000-0002-1833-4610; 0000-0001-7638-4184; 0000-0002-1149-6983
DP250101009,2025,Active,573825,597894.0,Monash University,Prof Malin Premaratne,0000-0002-2419-4431
DP250101167,2025,Active,670000,695662.0,Monash University,A/Prof Marcus Kitchen; A/Prof Timur Gureyev; Prof Stuart Hooper,0000-0002-0029-6660; 0000-0002-1103-0649
DP250101202,2025,Active,889969,926110.0,Monash University,A/Prof JEROME LE NOURS; Prof Anthony Purcell,0000-0002-2221-7636; 0000-0003-0532-8331
DP250101283,2025,Active,596500,618679.0,Monash University,Prof Alan Petersen; Dr Claire Tanner,0000-0002-2755-0227
DP250101360,2025,Active,501618,523391.0,Monash University,Prof Aijun Huang; Prof Peter Hodgson,0000-0002-9795-2168
DP250101586,2025,Active,815374,847062.0,Monash University,Dr Stanley Cheng Xie; Prof Leann Tilley; Dr Glen Carter,0000-0001-7003-4677; 0000-0002-7306-9362
DP250101727,2025,Active,540000,561996.0,Monash University,A/Prof Angus Johnston; Prof Georgina Such,0000-0001-5611-4515; 0000-0002-2868-5799
DP250101768,2025,Active,956200,983206.0,Monash University,Prof Marcello Rosa; Dr Daisuke Shimaoka; Dr James Pang,0000-0002-2461-2760
DP250101843,2025,Active,533628,544087.0,Monash University,A/Prof Liton Kamruzzaman; Prof Hai Vu; Prof Graham Currie,0000-0001-7113-942X; 0000-0001-6984-2060
DP250101863,2025,Active,689493,715532.0,Monash University,A/Prof Christen Mirth; A/Prof Matthew Piper,0000-0002-9765-4021; 0000-0003-3245-7219
DP250101965,2025,Active,799927,823598.0,Monash University,Prof Damian Dowling; Dr Heather Flores,0000-0003-2209-3458; 0000-0001-5003-7547
DP250102064,2025,Active,728445,759589.0,Monash University,Prof Michael Fuhrer; Prof Dr Stefan Maier,
DP250102065,2025,Active,1028188,1069601.0,Monash University,Prof Jamie Rossjohn; Prof Anthony Purcell,0000-0003-0532-8331
DP250102067,2025,Active,601000,624951.0,Monash University,Prof David Chapple; Dr Jodi Rowley; Dr Jessica Walsh; A/Prof Conrad Hoskin,0000-0002-7720-6280; 0000-0002-2011-9143; 0000-0002-5284-4323; 0000-0001-8116-6085
DP250102224,2025,Active,1107087,1140134.0,Monash University,A/Prof Trevor Chong; A/Prof James Coxon,0000-0001-7764-3811; 0000-0003-2351-8489
DP250102271,2025,Active,783398,813337.0,Monash University,Dr Jie Tang; Prof Michelle McIntosh,0000-0001-8210-9015
DP250102391,2025,Active,978943,1013158.0,Monash University,A/Prof Angus Johnston; Dr Enyuan Cao,0000-0001-5611-4515; 0000-0002-9689-4517
DP250102452,2025,Active,728000,757328.0,Monash University,A/Prof Natalie Trevaskis; Dr Sarah Turpin-Nolan,0000-0001-9538-549X; 0000-0002-7469-7934
DP250102553,2025,Active,837277,862406.0,Monash University,Prof Roger Pocock,0000-0002-5515-3608
DP250102726,2025,Active,753501,782126.0,Monash University,Dr Meiling Han; Prof Jian Li; Dr Nitin Patil,0000-0002-0861-2437; 0000-0003-0422-9411
DP250102783,2025,Active,966172,996097.0,Monash University,A/Prof Alexandr Simonov; Prof Douglas MacFarlane; Dr Andrew Christofferson,0000-0003-3063-6539; 0000-0003-0904-6630
DP250102787,2025,Active,165762,170108.0,Monash University,A/Prof Stephanie Collins; A/Prof Terry Macdonald; A/Prof Luara Ferracioli,0000-0002-9105-8886; 0000-0001-9784-0302
DP250102830,2025,Active,621344,643709.0,Monash University,A/Prof Jessica Kasza; Prof Andrew Forbes,0000-0002-8940-0136; 0000-0003-4269-914X
DP250102842,2025,Active,615670,639231.0,Monash University,Dr Karolina Matuszek; Prof Douglas MacFarlane; Prof Rico Tabor,0000-0001-8979-5927; 0000-0003-2926-0095
DP250102951,2025,Active,636811,660893.0,Monash University,Dr Tracy Josephs; Prof Patrick Sexton,0000-0002-7799-3683
DP250102966,2025,Active,588848,610694.0,Monash University,Dr Amelia Liu; Dr Timothy Petersen,0000-0001-7764-5067; 0000-0002-8714-1484
DP250102988,2025,Active,684175,709970.0,Monash University,A/Prof John Quinn; Prof Benjamin Boyd; Dr Wye Khay Fong,0000-0002-4593-1170; 0000-0001-5434-590X; 0000-0002-0437-9332
DP250103030,2025,Active,366222,381139.0,Monash University,Prof David Lupton,0000-0002-0958-4298
DP250103032,2025,Active,651227,664552.0,Monash University,A/Prof Sharna Jamadar; Prof Gary Egan,0000-0001-7222-7181; 0000-0002-3186-4026
DP250103072,2025,Active,679420,708393.0,Monash University,Prof Kieran Harvey,
DP250103243,2025,Active,511740,536637.0,Monash University,Prof Carla Sgro; Prof Ary Hoffmann,0000-0001-7950-2246; 0000-0001-9497-7645
DP250103251,2025,Active,563680,586294.0,Monash University,Prof Andreas Ernst; Prof Xiaodong Li; Dr Yuan Sun,0000-0002-1101-8359; 0000-0003-2911-0070
DP250103521,2025,Active,576850,597872.0,Monash University,Prof Dena Lyras; Dr Yogitha Srikhanta,
DP250103525,2025,Active,794523,825776.0,Monash University,Prof Jian-Feng Nie,
DP250103575,2025,Active,878182,905630.0,Monash University,Prof Christopher Hutchinson,
DP250103601,2025,Active,540000,561385.0,Monash University,Prof Warwick Tucker,0000-0001-9888-944X
DP250103746,2025,Active,476124,495074.0,Monash University,Prof Meera Parish; A/Prof Jesper Levinsen,0000-0001-8705-0171; 0000-0002-2010-3512
DP250103750,2025,Active,208399,216008.0,Monash University,Prof Julie Kalman,0000-0002-4495-8179
DP250103795,2025,Active,1396173,1456939.0,Monash University,Prof Patrick Sexton; Dr Matthew Belousoff,0000-0002-3229-474X
DP250103974,2025,Active,572105,594068.0,Monash University,Prof Philip Chan,0000-0002-8786-6143
DP250104109,2025,Active,1026616,1057795.0,Monash University,Prof Zane Andrews,0000-0002-9097-7944
DP250104165,2025,Active,743667,772745.0,Monash University,Dr Maureen Hagan; A/Prof Yan Wong,0000-0003-4965-2731; 0000-0002-5281-8221
DP250104201,2025,Active,435000,451497.0,Monash University,Dr James Saunderson,0000-0002-5456-0180
DP250104240,2025,Active,1117985,1151590.0,Monash University,Prof Christina Mitchell; Dr Meagan McGrath,0000-0002-9414-6558
DP250104242,2025,Active,801000,832649.0,Monash University,Prof Christina Mitchell; Prof Ian Smyth; Dr Elizabeth Davies,0000-0003-1838-536X
DP250104274,2025,Active,623274,648504.0,Monash University,A/Prof Wendy Imlach; Prof Arthur Christopoulos,0000-0002-7521-9969
DP250104378,2025,Active,701415,731230.0,Monash University,Prof John Forsythe; Em/Prof Helena Parkington; A/Prof Levin Kuhlmann; Prof Marie-Isabel Aguilar,0000-0003-2849-229X; 0000-0002-0590-651X; 0000-0002-5108-6348; 0000-0002-0234-4064
DP250104571,2025,Active,669050,694992.0,Monash University,Prof Karla Hutt; Dr Jessica Stringer; Dr Amy Winship,0000-0002-5111-8389; 0000-0003-4729-3026; 0000-0001-7848-1447
DP250104773,2025,Active,841033,870367.0,Monash University,Prof Darren Creek; A/Prof Danny Wilson,0000-0001-7497-7082; 0000-0002-5073-1405
DP250104894,2025,Active,720000,749328.0,Monash University,Prof Chen Davidovich,0000-0002-1085-6094
DP250105091,2025,Active,498891,517471.0,Monash University,A/Prof Rigissa Megalokonomou,0000-0002-5687-671X
DP250103744,2025,Active,569636,592024.0,The Australian National University,A/Prof Po-Lam Yung; Prof Neil Trudinger,0000-0002-0441-3625
DP250100759,2025,Active,540000,543666.0,The Australian National University,Dr Adele Morrison; Prof Matthew England; Dr Madelaine Gamble Rosevear,0000-0002-9904-4980; 0000-0003-4254-843X
DP250101115,2025,Active,803784,842716.0,The University of Adelaide,Prof Paul Thomas,
DP250100915,2025,Active,741300,772285.0,The University of New South Wales,Prof Richard Tilley; Dr Minkyung Kang; Dr Priyank Vijaya Kumar,0000-0003-3248-8496; 0000-0002-8203-7223
DP250104348,2025,Active,493106,517295.0,Queensland University of Technology,A/Prof Kathleen Mullen; Dr David Marshall,0000-0003-4480-0985; 0000-0002-1711-2338
DP250101396,2025,Active,596429,626628.0,The University of New South Wales,A/Prof Yulei Sui; Dr Hammond Pearce,0000-0002-9510-6574; 0000-0002-3488-7004
DP250100107,2025,Active,897000,932071.0,The University of Sydney,Prof Fiona White; Dr Mike Seymour,0000-0002-8477-1202
DP250101007,2025,Active,753024,781766.0,The University of New South Wales,Dr Karly Turner; Prof Andrew Killcross,0000-0003-3714-5118
DP250101156,2025,Active,640350,666332.0,Charles Sturt University,Prof Muhammad J. A. Shiddiky; Prof Chamindie Punyadeera; Dr Tanveer Hussain; Dr Kevin Koo,0000-0003-4526-4109; 0000-0001-9039-8259; 0000-0003-1973-4584; 0000-0002-2652-1985
DP250100171,2025,Active,852831,886241.0,The University of Newcastle,Prof Frini Karayanidis; Prof Mitchell Duncan; Prof Suzanne Snodgrass,0000-0002-3317-9954; 0000-0002-9166-6195; 0000-0003-3515-4758
DP250101405,2025,Active,421502,446683.0,The University of New South Wales,A/Prof Alastair Stewart,0000-0002-2070-6030
DP250100690,2025,Active,528908,550404.0,The Australian National University,Prof Stuart Wyithe; Prof Cathryn Trott; Dr Yuxiang Qin,0000-0001-6324-1766; 0000-0002-4314-1810
DP250101149,2025,Active,536877,548762.0,The University of Melbourne,Prof Yinghui Tian; Prof Mark Cassidy,0000-0002-0874-2346
DP250100643,2025,Active,733179,761961.0,University of South Australia,Prof Sharad Kumar,0000-0001-7126-9814
DP250103776,2025,Active,508427,528739.0,Charles Darwin University,Dr Michaela Spencer; Dr Matthew Campbell; Prof Adrian MacKenzie; Prof Michael Christie,0000-0003-2936-7343; 0000-0002-5709-658X
DP250102207,2025,Active,437000,454352.0,The University of Queensland,Dr Sabrina Burgener,0000-0002-9332-7998
DP250100725,2025,Active,406298,411658.0,Deakin University,A/Prof Timothy Neale; Dr Kari Dahlgren; Prof Matthew Kearnes; Prof Teresa Lea; Dr Christopher Mayes,0000-0003-4703-5801; 0000-0002-3111-8891; 0000-0001-6267-9571; 0000-0002-0444-1466; 0000-0003-2674-6225
DP250101119,2025,Active,689942,720136.0,The Australian National University,Prof Rhodri Davies; A/Prof Maria Seton; Dr Mark Hoggard; Prof Joanne Whittaker,0000-0002-7662-9468; 0000-0001-8541-1367; 0000-0003-4310-3862; 0000-0002-3170-3935
DP250101468,2025,Active,699300,727956.0,The University of New South Wales,Prof Cordelia Selomulya; Dr Yong Wang,0000-0003-3744-912X
DP250103374,2025,Active,565891,588379.0,The University of Queensland,A/Prof Jacinda Ginges; Dr Benjamin Roberts,0000-0003-0390-0891; 0000-0002-0345-6375
DP250100735,2025,Active,615194,637241.0,The Australian National University,Prof Matthew Colless; A/Prof Edward Taylor,0000-0001-9552-8075; 0000-0002-5522-9107
